Id,Mus CPRCMUS No,Tattoo,CS_Tattoo,Sex,Coronal suture,Sagittal suture,Lamboidal suture,Humeral Head,Distal Humerus,Humerus Lateral Epicondyle,Humerus Medial Epicondyle,Proximal Radius,Distal Radius,Proximal Ulna,Distal Ulna,Femoral Head,Distal Femur,Proximal Tibia,Distal Tibia,Zy-Zy,Ba-Br,Eu-Eu,Gl-Op,Go-Co,Go-Go,Po-Go,Al-MxF suture midline,HL,HPML,HPAP,HDML,HDAP,RL,RPML,RPAP,RDML,RDAP,UL,FL,FHL,FHSI,FPAP,FPML,FDML,FDAP,TL,TPML,TPAP,TDML,TDAP,IICrest,Pel_height,HDia,RDia,UDia,FDia,TDia,Pterion_Right,Pterion_Left,BMD_Hum,BMD_Fem,MCode,Pedigree,EAAD
471,"CPRCMUS-00660","A54","A54","F",3,3,3,2,2,0,0,3,1,"3","1",2,2,2,2,77.63,"53.8","60.3","82.55","34.28",47.40,62.34,47.71,"132.28","15.83","15.8","24.44","14.82","134.21","10.42","10.84","14.67","11.44","150.81","163.34","Na","13.76","14.21","11.46","24.91","20","153.83","24.82","19.86","15.75","13.91",,"134.23","33","23","24","35","34","TF",,"4059","4083",,,5.62
472,"CPRCMUS-00661","B93","B93","M",3,2,3,1,2,0,0,1,1,"1","1",1,0,1,1,82.82,"54.82","63.95","84.79","35.27",47.89,66.45,46.68,,"16.46","17.6","28.68","16.91","139.54","12.35","11.7","16.5","13.03","159.26","166.71","Na",,"15.97","13.2","28.24","23.32","155.69","27.88","21.96","18.06","14.96",,"140.65",,"20","24","33","35","SP","TF","4041","4154",,,4.14
473,"CPRCMUS-00662","OV","OV","M",0,0,0,3,3,3,3,3,3,"3","3",3,3,3,3,97.80,,,,"39.55",54.59,88.79,61.30,"156.48","18.31","19.95","32","19.19","158.7","12.44","13.83","18.77","14.34","179.04","203","197.88","16.76","16.98","14.51","32.38","24.86","178.12","31.94","24.89","19.65","15.26","92.06","164.67","40","31","30","43","40",,,"4271","4182","Q1021","02 Tier",19.23
474,"CPRCMUS-00666","A37 (61/A37?)","A37","M",3,2,3,1,3,3,2,2,1,"1","1",1,1,1,1,79.78,"54.61","62.97","84.12","38.13",45.68,70.28,50.69,"139.97","17.15","18.53","27.5","16.67","142.56","11.39","12.47","15.33","12.31","162.26","170.33",,"15.59","15.5","12.58","28.13","21.58","158.23","27.16","20.53","16.98","14.54",,"143.04","35","25","25","37","36","TF","TF","4310","4184","Q1000","06 Tier",5.09
475,"CPRCMUS-00667","512/32","4283+CN:DJ","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,103.79,"57.31","74.1","94.29","40.31",54.75,85.78,65.09,"158.9","18.86","21.67","32.24","19.6","157.7","12.42","14.16","18.06","15.57","178.73","196.2","190","17.12","17.33","14.4","33.84","25.33","179.97","33.84","24.85","20.57","17.05","105.36","166.61","44","30","34","47","47","TF","TF","4445","4450","Q1056","02 Tier",12.13
476,"CPRCMUS-00668","895","895","M",3,3,3,1,3,3,3,3,1,"3","1",2,2,2,3,92.35,"57.94","64.05","89.81","36.72",51.01,79.76,55.21,"167.77","17.37","20.08","31.18","18.72","159.58","12.71","14.73","16.57","13.63","180.78","196.84","196.66","17.32","17.75","14.83","31.5","23.4","190.17","30.53","23.59","18.77","16.34",,"157.76","40","30","31","45","40","TF","TF","4141","4267","Q1083","03 Tier",6.02
477,"CPRCMUS-00669","A75","A75","M",3,3,3,1,3,3,3,2,1,"2","1",2,1,1,2,88.40,"55.41","63.77","91.34","42.8",51.75,77.90,57.69,"148.41","17.21","18.56","31.12","16.78","151.92","11.4","12.78","15.97","12.84","171.42","184.97","179.85","16.21","16.21","12.76","28.23","21.66","171.13","27.26","21.2","16.55","14.79",,"155.89","36","27","24","38","35","TF","TF","4109","4228","Q1048","03 Tier",5.61
478,"CPRCMUS-00670","Z4","Z4","F",4,4,0,3,3,0,0,3,3,"3","3",3,3,3,3,,,,,,33.79,,58.86,"134.88","18.26","16.75","25.46","15.19","133.55","10.65","11.34","16.19","12.02","151.25","161.26","Na",,"14.81","12.15","29.28","21.19","145.52","30.34","20.73","16.28","13.76",,"139.85","20","28","27","36","39","TF",,"4072","4191",,,17.18
479,"CPRCMUS-00672","258","258","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,88.14,"56.41","63.02","86.06","45.29",49.20,76.72,58.79,"144.68","16.54","18.76","29.66","18.16","144.39","11.67","13.41","15.71","13.36","163.45","173.11","168.56","16.26","16.26","13.52","29.83","23.35","162.7","28.8","22.29","18.06","15.89",,"160.32","38","28","28","42","38",,"TF","4016","4272","Q1046","03 Tier",14.20
480,"CPRCMUS-00676","D17","D17","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1071","06 Tier",2.48
481,"CPRCMUS-00677","297","297","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,85.93,"52.7","66.36","87.69","36.35",46.61,69.32,54.09,"133.43","16.97","16.91","24.74","14.77","135","10.41","11.56","14.27","11.83","151.54","161.07","156.75","14.64","14.71","12.19","26.02","19.79","150.23","26.47","18.74","16.84","13.53",,"146.44","33","27","27","41","37","TF","SP",,,"Q1053","04 Tier",13.97
482,"CPRCMUS-00679","C15","C15","F",3,3,3,1,3,3,2,1,1,"1","1",2,1,1,1,71.37,"54.68","61.37","83.38","37.57",42.90,58.34,40.63,"128.52","14.53","15.93",,,,,,,,,"157.05","154.31","14.33","14.59","11.33","24.77","19.06","147.4","23.63","18.29","14.65","13.37",,"133.33","27","20","20","31","29","SP","SP","4378","4320","Q1066","06 Tier",3.89
483,"CPRCMUS-00682","959","959","M",3,3,3,1,3,3,3,3,1,"3","1",3,2,2,3,97.44,"56.9","67.26","95.08","46.41",56.25,82.71,63.11,"160.99","18.53","21.28","31.29","19.19","159.36","12.66","14","17.74","15.22",,"196.55","191.97","17.43","17.64","13.92","31.44","25.06","179.7","31.05","24.59","19.3","17.8",,"160.08","39","30","28","46","40",,"SP","4169","4202","Q1048","03 Tier",5.77
484,"CPRCMUS-00683","F71","F71","M",1,1,1,1,1,0,0,1,1,"1","1",1,1,1,1,58.49,"49.75","59.02","78.11","25.55",32.35,44.21,32.71,,"9.44","9.89",,,"89.98","8.79","8.11","9.54","8.34",,"105.08","Na","11","11.57","8.84","18.62","12.88","102.14","16.09","10.99","12.36","10.68",,,,"15",,"25","23","SP",,"3948","4102",,,1.00
485,"CPRCMUS-00684","V7","V7","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,87.89,"56.89","61.37","91.84","45",50.83,74.45,54.19,"138.67","16.2","17.18",,,"141.22","11.38","11.95","15.24","13.55","156.09","170.46","165.83","15.21","15.1","12.98","32.12","23.27","157.61","31.78","23.69","18.18","15.02",,"148.98","38","28","26","39","38","TF","TF","4233","4306","Q1019","04 Tier",17.94
486,"CPRCMUS-00685","A44","A44","M",3,3,3,1,3,3,2,1,1,"1","1",2,1,1,1,81.40,"56.43","63.85","88.63","37.38",53.08,72.76,53.84,"151.58","17.58","18.97","29.49","17.81","154.77","11.56","12.66","15.76","12.1","173.06","183.98",,"16.05","16.43","12.56","29.67","22.3","176.62","27.95","22.7","16.9","15.63",,"147.18","34","26","25","37","36","TF","TF","4010","4143","Q1066","05 Tier",4.76
487,"CPRCMUS-00686","666","666","M",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,95.78,"59.42","67.13","94.34","47.15",53.14,83.97,61.35,"156.46","17.14","19.63","31.15","18.54","160.41","12","13.05","17.35","13.42","182.34","192.83","187.57","17.15","17.08","13.79","29.67","24.81","179.76","29.65","23.36","18.55","15.67",,"163.81","41","30","30","44","40",,"TF","4200","4300","Q1048","04 Tier",8.43
488,"CPRCMUS-00689","668","668","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,86.08,"54.38","65.78","88.62","44.66",51.88,70.96,53.95,"135.78","15.58","16.91","25.03","15.53","133","10.61","11.8","13.98","12.29","150.43","158.26","156.87","13.96","14.5","11.95","25.39","21.47","148.32","25.74","20.05","15.73","13.9",,"138.8","36","27","25","36","36","TF","TF","3977","4319","Q1019","05 Tier",8.53
489,"CPRCMUS-00690","K7","K7","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,101.80,,"70.18","93.7","40.34",58.53,82.41,62.19,"156.93","19.05","20.57","30.77","18.66","156.52","13.48","13.54","18.31","14.46","177.07","192.15","Na","16.93","17.43","10.8","36.17","24.96","174.81","36.94","27.27","20.16","16.63","97.95","168.63","49","37","37","56","45","TF",,"4326","4208",,,17.97
490,"CPRCMUS-00691","A55","A55","F",3,3,3,1,3,3,3,2,1,"1","1",3,1,3,1,76.16,"52.69","62.11","85.41","40.7",45.48,65.34,46.73,"131.77","15.73","17.16","26.44","15.72","128.9","10.3","11.35","13.99","11.63","145.96","156.59","155.24","13.98","14.52","11.25","26.09","19.6","144.28","24.91","19.01","15.94","13.9",,"128.64","32","24","24","36","30","TF","TF",,,"Q1046","04 Tier",4.24
491,"CPRCMUS-00692","863","863","F",3,2,2,1,3,3,3,3,1,"2","1",3,2,1,2,78.02,"53.31","61.55","82.79","38.57",46.90,71.67,52.17,"144.15","14.65","17.44","27.02","14.76",,,,,,,"174.07","171.67","14.79","15.09","12.18","27.95","21.71","162.86","26.4","20.81","15.77","14.12",,"137.84","35","26","24","37","37","TF","TF",,,"Q1048","03 Tier",5.13
492,"CPRCMUS-00711","B18","B18","M",3,3,3,1,2,0,0,1,1,"2","1",2,2,2,2,84.04,"51.89","62.32","83.77","36.19",45.32,67.61,50.31,"136","16.75","17.86","27.25","17.32","145.52","12.9","12.58","15.45","12.95",,"171.73","Na","15.27","15.71","12.53","27.58","22.18","161.91","27.63","21.32","18.22","15.15",,"139.06","39","25",,"38","37","SP","TF","4040","4201",,,4.26
493,"CPRCMUS-00712","A83","A83","M",3,3,3,1,3,3,3,3,1,"2","1",3,2,1,2,85.87,"55.13","63.99","91.86","41.09",51.42,76.05,55.85,"135.11","17.05","19.73","30.86","17.92","147.58","12.42","13.59","16.58","12.9",,"183.74","178.71","16.64","16.93","13.44","29.9","22.37","169.19","29.16","22.25","17.5","16.18",,"151.29","34","26","27","38","37","TF","TF","4136","4163","Q1000","06 Tier",5.58
494,"CPRCMUS-00713","591","591","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,95.09,,"69.58","94.01","41.49",58.29,83.61,62.28,"149.99","18.41","20.29","29.84","17.79","151.85","12.2","14","17.57","13.77","171.75","184.86","179.42","17.14","16.94","13.47","30.04","25.41","170.16","31.7","24.01","19.59","16.73",,"160.68","42","31","30","44","40","TF",,"4559","4394","Q1019","06 Tier",10.48
495,"CPRCMUS-00724","458","458","F",3,4,3,3,3,0,0,3,3,"3","3",3,3,3,3,79.58,"52.71","61.57","85.6","34.17",41.67,64.66,52.29,"137.11","16.54","17.47","25.87","16.21","132.72","11.81","11.9","14.14","11.97","149.13","158.94","Na","15.9","15.73","13.23","26.62","22.04",,,,,,,,"38","28","29","41",,"TF",,"3914","4080",,,13.53
496,"CPRCMUS-00730","A93","A93","M",3,3,3,1,3,3,2,1,1,"1","1",1,1,1,1,79.58,"55.93","64.9","87.34","35.1",47.49,66.30,48.90,"135.85","16.07","18.09","29.82","17.34","135.27","12.02","12.97","15.49","12.55","153.66","163.85",,"16.04","16.25","13.07","27.64","22.07","156.43","27.51","20.45","17.94","15.33",,"137.85","34","26","24","38","33","TF","TF","4002","4192","Q1071","05 Tier",4.03
497,"CPRCMUS-00747","H17","H17","M",2,1,1,1,1,0,0,1,1,"1","1",1,1,1,1,61.13,"50.22","59.79","76.57","25.41",32.84,45.20,32.79,,"9.98","8.7",,,"92.48","8","8.49","9.69","8.42",,"112.49","Na",,"11.32","9.46","18.88","14.28","107.72","18","12.29","14.48","11.59",,,,"15",,"24","24",,,"3915","4140",,,1.61
498,"CPRCMUS-00752","719","719","M",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,95.06,"57.51","69.78","95.23","47.01",56.71,83.30,61.75,"154.03","17.91","20.85","32.92","18.72","160.25","12.93","13.76","17.57","14.41","177.77","191.25","185.98","16.85","16.98","13.07","30.46","25.33","177.51","30.26","24.57","19.65","16.73",,"156.01","45","35","30","43","44","SP","SP","4205","4387","Q1019","05 Tier",8.05
499,"CPRCMUS-00756","F81","F81","M",2,1,0,1,1,0,0,1,1,"1","1",1,1,1,1,62.83,,"59.85",,"24.62",33.67,44.94,30.78,,,,,,,,,,,,"109.93","Na","11.6","11.37","8.42","17.92","14.21","106.2","17.27","11.79","13.71","10.77",,,,,,"23","22","SP",,"3829","3962",,,1.56
500,"CPRCMUS-00757","E38","E38","F",2,1,2,1,2,0,0,1,1,"1","1",1,1,1,1,67.46,"49.26","58.08","76.91","30.8",39.32,54.94,36.11,"113.3","10.54","14.88","23.35","13.98","112.5","10.49","10.54","13.72","10.33","123.16","134.58","Na","13.32","14.04","11.27","25.01","19.27","128.06","23.95","16.66","16.65","12.78",,,"36","22","23","31","30","TF",,"4038","3981",,,2.86
501,"CPRCMUS-00758","D96 & Fetus","D96","F",2,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,76.69,"49.88","61.1","78.99","30.95",42.75,60.07,42.26,"123.76","13.55","17.29",,,"122.54","11.23","12.2","14.88","11.31","137.95","149.54",,"14.9","15.18","13.01","26.46","18.63","139.31","25.42","17.98","16.67","13.67",,"123.07","31","25","24","35","32","TF","TF","4105","4062","Q1056","04 Tier",2.94
502,"CPRCMUS-00760","B78","B78","F",3,3,3,1,3,0,0,2,1,"2","1",2,1,1,2,77.42,"52.88","64.33","84","35.3",40.23,65.42,45.33,,,,"24.56","15.39","129.6","10.01","10.83","13.86","11.02","148.25","153.77","Na","14.68","14.79","11.65","25.14","19.99","143.25","24.27","18.21","16.85","13.59",,"136.1",,"23","26","37","35","TF",,"3859","4054",,,4.83
503,"CPRCMUS-00783","879","879","M",3,3,3,2,3,3,3,3,2,"3","2",3,3,3,3,94.47,"54.28","68.51","92.31","35.79",45.48,78.53,57.78,"145.66","16.11","18.67","27.53","16.59","151.86","11.08","12.51","15.23","12.28","169.34","181.46","177.37","14.97","15.66","12.95","28.25","23","165.01","29.31","22.23","17.06","14.7",,"153.07","36","31","26","38","39","TF","TF","4563","4256","Q1056","05 Tier",6.64
504,"CPRCMUS-00784","C68","C68","M",2,2,2,1,2,2,1,1,1,"1","1",1,1,1,1,72.70,"55.1","64.52","84.72","30.51",40.04,56.55,41.04,"122.84","12.47","15.49",,,"119.14","10.61","10.92","14.6","10.6",,"145.48",,"14.43","14.62","11.07","25.09","18.02","136.79","23.57","16.84","17.14","13.66",,,"28","23","22","35","33","Epi","TF","4134","3787","Q1056","04 Tier",3.04
505,"CPRCMUS-00785","B87 INF 1984","i84B87","M",2,1,2,1,1,1,1,1,1,"1","1",1,1,1,1,57.15,"47.73","57.94","75.32","24.64",31.68,40.57,30.64,,,,,,"81.99","7.18","8.51","10.34","7.92",,"97.92",,"10.89","10.88","8.67","18.17","11.94","95.57","16.47","11.46","12.03","11",,,"21","17","16","23","22","TF","TF",,"3806","Q1056","06 Tier",0.79
506,"CPRCMUS-00790","969","969","M",0,0,0,1,3,0,0,3,1,"3","1",3,2,2,2,,,,,,,,,"156.29","18.3","19.21","29.6","17.91","150.2","12.88","13.13","16.72","13.59","169.07","189.65","Na","16.58","17.03","12.71","30.3","21.12","172.77","29.67","21.93","19.31","15.45",,"148.9","44","27","32","43","43",,,"4314","4101",,,6.48
507,"CPRCMUS-00791","C57","C57","F",3,3,3,1,3,3,3,2,1,"2","1",2,1,1,1,75.12,"53.24","62.24","83.49","38.1",48.22,61.52,42.38,"132.22","14.75","16.46","25.45","15.1","133.94","9.73","11.27","14.21","11.42","152.9","158.17",,"14.47","14.38","10.8","25.72","20.22","149.37","25.2","19.09","16.52","13.42",,"134.34","32","25","24","34","33","SP","TF","4226","4127","Q1012","06 Tier",4.07
508,"CPRCMUS-00792","C80","C80","F",3,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,72.82,"51.57","61.17","81.77","33.29",42.81,61.53,41.87,"125.56","12.7","15.1",,,,,,,,"140.03","146.14",,"14.26","14.19","10.64","24.97","19.39","141.19","23.4","17.96","16.7","12.95",,,"29","22","22","33","29","TF","TF","3790","3924","Q1019","06 Tier",3.23
509,"CPRCMUS-00793","FC","FC","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,,"48.77","60.04","84.4","35.57",45.75,70.30,54.00,"141.61","16.35","17.11","26.2","15.89","133.56","10.54","12.01","15.78","12.74","150.39","169.66","165.37","14.97","15.15","12.81","29.13","21.47","152.01","32.42","22.37","17.68","14.09",,"146.17","35","25","25","38","38",,,"3926","4115","Q1053","03 Tier",21.33
510,"CPRCMUS-00794","F01","F01","M",2,2,2,1,1,1,1,1,1,"1","1",1,1,1,1,65.11,"51.97","59.69","78.33","31.84",41.32,51.33,31.81,,,,,,,,,,,,"127.63",,"13.19","13.03","9.54","22.47","18.12","120.76","21.83","16.08","15.14","12.4",,,"26","18","18","26","26","TF","TF",,"4040","Q1046","05 Tier",2.54
511,"CPRCMUS-00795","C37","C37","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1056","04 Tier",4.03
512,"CPRCMUS-00796","A30","A30","M",3,3,3,1,3,3,3,3,1,"3","1",3,1,1,2,85.98,"56.13","63.32","90.06","38.16",49.98,73.68,50.87,"144.67","16.04","17.8","26.49","16.95","145.06","10.92","11.9","15.23","12.83","164.56","178.81","174.16","15.77","15.51",,"27.32","21.95","163.05","26.57","21.35","16.19","13.96",,"143.74","34","25","24","36","34","TF","TF","4374","4293","Q1066","04 Tier",5.59
513,"CPRCMUS-00797","C79","C79","M",3,3,3,1,3,3,2,1,1,"1","1",1,1,1,1,76.21,"58.18","64.24","87.56","35.64",47.85,63.73,44.44,"132.09","16.25","17.68","27.97","16.7","138.03","11.6","12.49","16.06","12.55","157.28","159.75",,"15.59","15.6","12.2","28.83","21.55","156.22","27.29","19.7","19.33","14.94",,"134.67","33","23","25","36","33","TF","TF","4014","4148","Q1019","05 Tier",3.75
514,"CPRCMUS-00799","5D","5D","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,100.68,"62.47","72.21","89.08","40.08",51.02,,67.54,"153.65","18.42","21.09","31.57","19.89","152.72","12.78","13.36",,,"174.07","184.51","Na",,"17.67","13.97","31.39","24.48","171.58","31.2","24.66","19.07","17.34","93.54","161.6","46","43","35","43","42","NA",,"4263","4243",,,16.49
515,"CPRCMUS-00800","973","973","M",3,3,3,2,3,3,3,3,2,"3","2",2,2,3,3,100.37,"58.94","67.47","94.41","46.84",54.75,84.70,63.61,"153.09","17.78","20.08","30.18","19.19","155.68","12.53","13.73","17","13.89","174.32","186.26","181.26","17.52","17.5","14.04","30.87","25.93","174.82","30.89","24.34","19.08","16.2",,"157.59","41","30","29","45","42","TF","TF","4309","4289","Q1019","05 Tier",6.93
516,"CPRCMUS-00802","A79","A79","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1000","05 Tier",5.93
517,"CPRCMUS-00804","686","686","F",4,4,4,1,2,0,0,3,2,"3",,3,2,2,3,80.55,"55.17","63.51","88.08","35.15",44.51,69.23,51.25,"142.6","15.75","16.17","24.28","15.23","140.45","10.49","11.52","14.27","11.83","156.81","167.57","Na","13.92","14.62","11.91","26.35","19.88","158.12","26.14","19.44","16.96","13.51",,"139.75","42","24","26","42","37","NA",,"3996","4190",,,9.91
518,"CPRCMUS-00805","C01","C01","F",2,1,2,1,2,0,0,2,1,"2","1",2,1,1,2,78.86,"52.17","64.44","83.85","33.34",42.44,62.38,42.91,"129.6","14.55","16.3","24.15","14.77","127.21","9.92","11.02","13.37","11.01","144.42","154.41","Na","14.38","14.51","11.35","25.19","20.31","138.94","24.56","20.05","15.35","12.55",,"125.63","28","19","22","30","32","SP",,"4077","4075",,,5.42
519,"CPRCMUS-00807","E26","E26","F",2,2,2,1,2,0,0,1,1,"1","1",1,1,1,1,68.10,"49.94","60","76.82","29.77",39.56,53.66,34.94,"120.49","15.04","15.23","22.53","14.2","115.1","11.04","11.21","12.69","10.24",,"142.63","Na","14.79","14.47","11.6","24.88","18.11",,,,,,,,"24","18.8",,"30",,"TF",,"3826","4055",,,3.06
520,"CPRCMUS-00809","7H","7H","F",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,89.57,"55.43","68.01","92.56","33.32",51.29,71.58,57.93,"137.04","14.4","15.89","27.45","16.99","126.08","10.9","11.32","15.32","12.06","144.71","157.06","Na","14.29","14.64","12.18","26.38","19.73","146.5","27.01","20.17","17.05","14.4",,,"35","27","39","34","35","TF",,"4084","4293",,,16.64
521,"CPRCMUS-00810","651","651","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,95.80,"58.06","66.05","90.57","40.63",56.31,78.40,62.14,"153.67","18.02","19.39","32.47","18.15","149.12","12.15","13.69","17.86","14.81","173.53","186.8","Na","16.44","16.74","13.64","32.55","21.44","169.34","31.5","24.01","19.1","16.37",,"158.78","49","30","31","45","44","SP",,"4313","4193",,,10.36
522,"CPRCMUS-00812","D40","D40","F",3,2,3,1,2,0,0,3,1,"2","1",2,1,1,1,76.08,"51.19","59.24","81.58","33.4",44.34,62.17,43.32,"125.83","15.72","15.93","26.52","14.3","124.03","10.73","10.73","13.63","11.5","139.7","153.01","Na",,"14.58","12.06","25.15","19.68","141.18","24.4","19.15","15.67","13.69",,"130.75","33","23","23","33","32","TF",,"4040","4164",,,4.38
523,"CPRCMUS-00815","C90","C90","F",3,3,3,1,3,0,0,2,1,"2","1",2,1,1,1,75.31,"51.63","60.19","79.27","27.84",40.56,60.04,39.25,"131.29","15.5","15.6","24.82","15.38","124.39","10.52","10.38","13.78","11.18","137.07","156.99","Na",,"25.47","14.52","20.69","14.4",,,,"15.48","13.88",,"130.31","32","22","20","12.26",,"TF",,"4038","4133",,,4.49
524,"CPRCMUS-00816","7E","7E","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,103.78,,"72.25","92.77","44.63",58.28,85.71,60.47,"160.21","22.24","21.48","32.86","20.41","158.75","13.78","15.15","19.05","16.02","180.26","193.75","Na","18.6","18.82","16","33.75","26.8","176.83","34.36","25.83","20.04","16.24","97.03","173.43","47","33","37","50","45","NA",,"4050","3915",,,17.24
525,"CPRCMUS-00817","946","946","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,77.84,"52.32","63.35","87.45","36.88",44.60,66.61,50.36,"142.64","15.56","16.44","25.43","15.61","142.56","10.35","11.63","14.25","11.95","158.34","167.8","Na","14.3","14.79","12.47","25.84","20.25",,,,,,,,"36","25","28","37",,"TF",,"3976","4156",,,7.81
526,"CPRCMUS-00818","981","981","M",3,3,3,1,3,3,2,2,1,"2","1",2,1,1,1,82.53,"51.31","63.69","83.15","34.01",43.69,72.66,51.64,"138.63","15.05","18.72","26.66","16.78","143.55","11.12","12.66","15.53","12.4","161.16","175.49","172.64","15.56","16.18","13.22","28.85","22.03","158.84","28.21","21.28","17","14.7",,"136.42","35","25","24","40","37","TF","TF","4236","4118","Q1056","05 Tier",5.41
527,"CPRCMUS-00819","F31","F31","M",2,1,2,1,2,0,0,1,1,"1","1",1,1,1,1,69.41,"51.54","61.64","79.97","22.39",36.30,53.39,34.82,"112.78","13.42","12.92","22.66","13.65","111.47","9.74","10.27","14","9.98",,"128.47","Na","13.58","31.54","11.59","23.35","18.9","127.71","21.95","15.61","16.85","13.96",,,"29","21",,"21","27","TF","SP","4340","4177",,,2.97
528,"CPRCMUS-00820","687","687","M",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,94.61,"55.97","67.96","87.03","43.11",53.65,84.83,64.59,"152.59","17.34","20.12","29.51","17.77","152.08","12.36","13.33","16.51","13.36","170.15","189.98","184.33","16.91","17.39","13.92","31.07","24.01","171.5","30.52","23.12","18.68","15.65",,"159.5","37","29","27","41","37","ZT","TF","4375","4319","Q1000","03 Tier",9.81
529,"CPRCMUS-00821","C73","C73","M",3,3,3,1,2,0,0,2,1,"1","1",2,1,1,1,79.99,"53.03","63.21","82.47","29.18",45.72,63.43,45.78,"140.54","16.59","17.27","27.36","15.89","133.98","11.64",,"14.99","11.16","152.03","166.38","Na","15.75","15.76","12.74","28.08","21.49","150.89","26.7","20.26","17.25","14.19",,"130.03","31","23","23","35","22","TF",,"4189","4197",,,4.32
530,"CPRCMUS-00822","910","910","M",3,3,3,2,3,3,3,3,1,"3","1",3,2,2,3,95.23,"57.08","68.11","97.72","49.49",58.28,81.63,58.29,"149.69","17.44","19.62","29.38","17.84","152.74","12.16","13.24","17.18","13.81","174.24","184.94","182.33","17.23","17.44","14.21","31.38","24.47","171.62","29.74","24.63","19.17","16.19",,"156.22","39","28","30","44","40",,"TF","4319","4190","Q1000","04 Tier",6.13
531,"CPRCMUS-00824","238","238","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,85.21,"49.28","60.63","82.12","39.16",44.79,75.43,53.97,"142.89","15.62","17.13","27.86","15.05","144.34","11.11","12.05","14.8","12.62","163.45","174.83","Na",,"14.79","12.8","27.78","22.19","161.84","28.75","20.58","16.67","13.8",,,"38","31","27","40","38","SP","TF","3974","4243",,,14.89
